alter,bewohnertyp,absolute zahlen,"vertrauens-intervall : 
± (in %)",anteil in %,"vertrauens-
intervall : 
± (in %-pkte)",datenqualität,time_period,source_sheet,sheet_type
73,Total,2993.0,3.8,100.0,,,2019,SE2019,bewohnertyp
74,Mieter oder Genossenschafter,1105.0,6.3,39.1,1.9,,2019,SE2019,bewohnertyp
74,Eigentümer,1499.0,5.3,57.1,2.0,,2019,SE2019,bewohnertyp
74,Andere Situation2),105.0,20.2,3.9,0.8,,2019,SE2019,bewohnertyp
74,Total,2709.0,4.0,100.0,,,2019,SE2019,bewohnertyp
75,Mieter oder Genossenschafter,1111.0,6.3,38.9,2.0,,2019,SE2019,bewohnertyp
75,Eigentümer,1451.0,5.4,56.6,2.0,,2019,SE2019,bewohnertyp
75,Andere Situation2),100.0,23.6,4.4,1.0,,2019,SE2019,bewohnertyp
75,Total,2662.0,4.0,100.0,,,2019,SE2019,bewohnertyp
76,Mieter oder Genossenschafter,1016.0,6.6,39.3,2.0,,2019,SE2019,bewohnertyp
76,Eigentümer,1350.0,5.6,56.5,2.1,,2019,SE2019,bewohnertyp
76,Andere Situation2),103.0,20.3,4.3,0.9,,2019,SE2019,bewohnertyp
76,Total,2469.0,4.2,100.0,,,2019,SE2019,bewohnertyp
77,Mieter oder Genossenschafter,1002.0,6.6,41.5,2.1,,2019,SE2019,bewohnertyp
77,Eigentümer,1253.0,5.8,54.3,2.1,,2019,SE2019,bewohnertyp
77,Andere Situation2),106.0,20.2,4.2,0.8,,2019,SE2019,bewohnertyp
77,Total,2361.0,4.2,100.0,,,2019,SE2019,bewohnertyp
78,Mieter oder Genossenschafter,920.0,6.8,41.2,2.2,,2019,SE2019,bewohnertyp
78,Eigentümer,1138.0,6.1,53.6,2.2,,2019,SE2019,bewohnertyp
78,Andere Situation2),106.0,20.2,5.2,1.0,,2019,SE2019,bewohnertyp
78,Total,2164.0,4.4,100.0,,,2019,SE2019,bewohnertyp
79,Mieter oder Genossenschafter,868.0,7.1,44.3,2.4,,2019,SE2019,bewohnertyp
79,Eigentümer,895.0,6.9,49.7,2.4,,2019,SE2019,bewohnertyp
79,Andere Situation2),108.0,20.3,6.1,1.2,,2019,SE2019,bewohnertyp
79,Total,1871.0,4.8,100.0,,,2019,SE2019,bewohnertyp
80,Mieter oder Genossenschafter,805.0,7.4,41.5,2.4,,2019,SE2019,bewohnertyp
80,Eigentümer,920.0,6.8,52.8,2.4,,2019,SE2019,bewohnertyp
80,Andere Situation2),101.0,20.6,5.7,1.1,,2019,SE2019,bewohnertyp
80,Total,1826.0,4.9,100.0,,,2019,SE2019,bewohnertyp
81,Mieter oder Genossenschafter,756.0,7.6,43.9,2.5,,2019,SE2019,bewohnertyp
81,Eigentümer,781.0,7.4,49.6,2.6,,2019,SE2019,bewohnertyp
81,Andere Situation2),92.0,22.5,6.4,1.4,,2019,SE2019,bewohnertyp
81,Total,1629.0,5.1,100.0,,,2019,SE2019,bewohnertyp
82,Mieter oder Genossenschafter,717.0,7.8,45.7,2.7,,2019,SE2019,bewohnertyp
82,Eigentümer,691.0,7.8,47.6,2.7,,2019,SE2019,bewohnertyp
82,Andere Situation2),101.0,20.7,6.7,1.3,,2019,SE2019,bewohnertyp
82,Total,1509.0,5.3,100.0,,,2019,SE2019,bewohnertyp
83,Mieter oder Genossenschafter,624.0,8.3,45.0,2.8,,2019,SE2019,bewohnertyp
83,Eigentümer,616.0,8.3,48.8,2.9,,2019,SE2019,bewohnertyp
83,Andere Situation2),81.0,23.0,6.3,1.4,,2019,SE2019,bewohnertyp
83,Total,1321.0,5.7,100.0,,,2019,SE2019,bewohnertyp
84,Mieter oder Genossenschafter,628.0,8.3,47.3,2.9,,2019,SE2019,bewohnertyp
84,Eigentümer,567.0,8.7,45.8,2.9,,2019,SE2019,bewohnertyp
84,Andere Situation2),91.0,22.8,6.9,1.5,,2019,SE2019,bewohnertyp
84,Total,1286.0,5.8,100.0,,,2019,SE2019,bewohnertyp
85,Mieter oder Genossenschafter,550.0,8.9,46.2,3.1,,2019,SE2019,bewohnertyp
85,Eigentümer,504.0,9.1,45.7,3.1,,2019,SE2019,bewohnertyp
85,Andere Situation2),88.0,22.0,8.2,1.7,,2019,SE2019,bewohnertyp
85,Total,1142.0,6.1,100.0,,,2019,SE2019,bewohnertyp
86,Mieter oder Genossenschafter,479.0,9.5,47.2,3.3,,2019,SE2019,bewohnertyp
86,Eigentümer,422.0,10.0,44.4,3.3,,2019,SE2019,bewohnertyp
86,Andere Situation2),79.0,25.2,8.4,2.0,,2019,SE2019,bewohnertyp
86,Total,980.0,6.6,100.0,,,2019,SE2019,bewohnertyp
87,Mieter oder Genossenschafter,420.0,10.2,45.5,3.5,,2019,SE2019,bewohnertyp
87,Eigentümer,384.0,10.5,46.2,3.5,,2019,SE2019,bewohnertyp
87,Andere Situation2),77.0,23.4,8.3,1.9,,2019,SE2019,bewohnertyp
87,Total,881.0,7.0,100.0,,,2019,SE2019,bewohnertyp
88,Mieter oder Genossenschafter,328.0,11.5,41.8,3.8,,2019,SE2019,bewohnertyp
88,Eigentümer,334.0,11.3,49.0,3.9,,2019,SE2019,bewohnertyp
88,Andere Situation2),65.0,25.7,9.3,2.3,,2019,SE2019,bewohnertyp
88,Total,727.0,7.7,100.0,,,2019,SE2019,bewohnertyp
89,Mieter oder Genossenschafter,341.0,11.3,49.4,4.1,,2019,SE2019,bewohnertyp
89,Eigentümer,265.0,12.8,42.5,4.0,,2019,SE2019,bewohnertyp
89,Andere Situation2),52.0,28.9,8.1,2.2,,2019,SE2019,bewohnertyp
89,Total,658.0,8.1,100.0,,,2019,SE2019,bewohnertyp
90,Mieter oder Genossenschafter,262.0,12.8,50.8,4.7,,2019,SE2019,bewohnertyp
90,Eigentümer,185.0,15.3,38.7,4.6,,2019,SE2019,bewohnertyp
90,Andere Situation2),52.0,28.7,10.5,2.9,,2019,SE2019,bewohnertyp
90,Total,499.0,9.3,100.0,,,2019,SE2019,bewohnertyp
91,Mieter oder Genossenschafter,208.0,14.5,52.9,5.4,,2019,SE2019,bewohnertyp
91,Eigentümer,134.0,17.7,37.8,5.2,,2019,SE2019,bewohnertyp
91,Andere Situation2),33.0,36.5,9.3,3.2,*****,2019,SE2019,bewohnertyp
91,Total,375.0,10.7,100.0,,,2019,SE2019,bewohnertyp
92,Mieter oder Genossenschafter,169.0,16.1,50.7,6.0,,2019,SE2019,bewohnertyp
92,Eigentümer,112.0,19.8,40.2,6.0,,2019,SE2019,bewohnertyp
92,Andere Situation2),26.0,41.1,9.1,3.6,*****,2019,SE2019,bewohnertyp
92,Total,307.0,12.0,100.0,,,2019,SE2019,bewohnertyp
93,Mieter oder Genossenschafter,117.0,19.8,50.9,7.3,,2019,SE2019,bewohnertyp
93,Eigentümer,80.0,23.5,40.8,7.2,,2019,SE2019,bewohnertyp
93,Andere Situation2),16.0,51.5,8.3,4.1,*****,2019,SE2019,bewohnertyp
93,Total,213.0,14.5,100.0,,,2019,SE2019,bewohnertyp
94,Mieter oder Genossenschafter,68.0,25.5,41.3,8.1,,2019,SE2019,bewohnertyp
94,Eigentümer,72.0,24.1,46.9,8.3,,2019,SE2019,bewohnertyp
94,Andere Situation2),20.0,50.6,11.8,5.6,*****,2019,SE2019,bewohnertyp
94,Total,160.0,16.6,100.0,,,2019,SE2019,bewohnertyp
95,Mieter oder Genossenschafter,61.0,26.7,50.5,10.3,,2019,SE2019,bewohnertyp
95,Eigentümer,38.0,35.0,36.4,10.0,*****,2019,SE2019,bewohnertyp
95,Andere Situation2),12.0,67.3,13.1,8.1,*****,2019,SE2019,bewohnertyp
95,Total,111.0,20.6,100.0,,,2019,SE2019,bewohnertyp
96,Mieter oder Genossenschafter,37.0,33.8,44.4,11.7,*****,2019,SE2019,bewohnertyp
96,Eigentümer,35.0,35.6,49.3,11.9,*****,2019,SE2019,bewohnertyp
96,Andere Situation2),5.0,91.5,6.3,5.6,*****,2019,SE2019,bewohnertyp
96,Total,77.0,23.8,100.0,,,2019,SE2019,bewohnertyp
97,Mieter oder Genossenschafter,35.0,34.9,60.8,13.5,*****,2019,SE2019,bewohnertyp
97,Eigentümer,16.0,52.3,28.6,12.6,*****,2019,SE2019,bewohnertyp
97,Andere Situation2),6.0,85.1,10.6,8.5,*****,2019,SE2019,bewohnertyp
97,Total,57.0,27.5,100.0,,,2019,SE2019,bewohnertyp
98,Mieter oder Genossenschafter,15.0,58.8,47.4,19.3,*****,2019,SE2019,bewohnertyp
98,Eigentümer,13.0,57.6,38.1,18.1,*****,2019,SE2019,bewohnertyp
98,Andere Situation2),,,,,X,2019,SE2019,bewohnertyp
98,Total,,,100.0,,X,2019,SE2019,bewohnertyp
99,Mieter oder Genossenschafter,7.0,78.2,43.8,26.2,*****,2019,SE2019,bewohnertyp
99,Eigentümer,6.0,83.0,43.5,26.5,*****,2019,SE2019,bewohnertyp
99,Andere Situation2),,,,,X,2019,SE2019,bewohnertyp
99,Total,,,100.0,,X,2019,SE2019,bewohnertyp
