year,variable_name,age_group_label,age_min,age_max,metric,value,unit,scale,notes
2017,okp_bruttoleistungen,26 – 30,26,30,per_capita_chf,1999.749489621367,CHF,chf_per_capita_year,
2017,okp_bruttoleistungen,31 – 35,31,35,total_mio_chf,1417.9826913590998,CHF,mio_chf,
2017,okp_bruttoleistungen,31 – 35,31,35,per_capita_chf,2365.842208096257,CHF,chf_per_capita_year,
2017,okp_bruttoleistungen,36 – 40,36,40,total_mio_chf,1451.60966399937,CHF,mio_chf,
2017,okp_bruttoleistungen,36 – 40,36,40,per_capita_chf,2451.8960003527613,CHF,chf_per_capita_year,
2017,okp_bruttoleistungen,41 – 45,41,45,total_mio_chf,1522.61546229192,CHF,mio_chf,
2017,okp_bruttoleistungen,41 – 45,41,45,per_capita_chf,2607.554815208226,CHF,chf_per_capita_year,
2017,okp_bruttoleistungen,46 – 50,46,50,total_mio_chf,1960.1053273565,CHF,mio_chf,
2017,okp_bruttoleistungen,46 – 50,46,50,per_capita_chf,3050.3592898315997,CHF,chf_per_capita_year,
2017,okp_bruttoleistungen,51 – 55,51,55,total_mio_chf,2432.9437588437804,CHF,mio_chf,
2017,okp_bruttoleistungen,51 – 55,51,55,per_capita_chf,3661.1937057761525,CHF,chf_per_capita_year,
2017,okp_bruttoleistungen,56 – 60,56,60,total_mio_chf,2478.73462853395,CHF,mio_chf,
2017,okp_bruttoleistungen,56 – 60,56,60,per_capita_chf,4350.994605206258,CHF,chf_per_capita_year,
2017,okp_bruttoleistungen,61 – 65,61,65,total_mio_chf,2532.6050757473004,CHF,mio_chf,
2017,okp_bruttoleistungen,61 – 65,61,65,per_capita_chf,5347.357649236738,CHF,chf_per_capita_year,
